transaction_id,user_id,transaction_amount,transaction_type,payment_mode,device_type,device_location,account_age_days,transaction_hour,previous_failed_attempts,avg_transaction_amount,is_international,ip_risk_score,login_attempts_last_24h,fraud_label,fraud_category
T214,U3997,11252.25,Payment,NetBanking,Web,Chennai,1846.0,8.0,1.0,18516.22,0.0,0.554,2.0,1,B
T215,U3745,35623.35,Transfer,UPI,Web,Bangalore,1489.0,10.0,3.0,5592.68,0.0,0.463,6.0,0,A
T216,U1607,11900.59,Payment,Card,iOS,Hyderabad,858.9,5.0,2.0,28335.06,0.0,0.445,9.0,0,A
T217,U6936,16303.71,Withdrawal,Card,Android,Delhi,745.0,1.0,4.0,12963.44,0.0,0.187,8.0,0,A
T218,U7780,37337.25,Transfer,Wallet,Android,Hyderabad,266.0,6.0,1.0,1531.73,0.0,0.504,1.0,0,A
T219,U3538,32499.16,Payment,UPI,iOS,Hyderabad,524.0,8.0,3.0,21437.79,0.0,0.421,5.0,0,A
T220,U4982,29892.712,Payment,UPI,iOS,Bangalore,842.0,18.0,1.0,14589.82,0.0,0.468,7.0,0,A
T221,U9606,32897.76,Transfer,NetBanking,Web,Mumbai,1816.0,17.0,4.0,26449.09,0.0,0.014,8.0,1,C
T222,U2440,28437.01,Transfer,Wallet,Android,Hyderabad,1851.0,11.0,2.0,19589.57,0.0,0.131,7.0,0,A
T223,U4595,4729.05,Payment,UPI,iOS,Hyderabad,1181.0,20.0,3.0,20806.52,0.0,0.763,1.0,0,A
T224,U2186,18417.4,Withdrawal,UPI,Web,Mumbai,1420.0,10.0,2.0,23041.07,0.0,0.419,4.0,0,A
T225,U1130,13296.86,Transfer,UPI,Android,Mumbai,656.3,9.0,4.0,12668.6,0.0,0.743,4.0,0,A
T226,U9700,12237.28,Withdrawal,Card,Web,Delhi,920.0,22.0,2.0,23797.16,0.0,0.171,9.0,0,A
T227,U6095,48651.88,Payment,Card,Android,Delhi,968.6,2.0,2.4,15380.389,0.0,0.698,6.0,0,A
T228,U8167,19685.23,Withdrawal,Card,Web,Mumbai,447.0,11.0,2.0,22989.27,0.0,0.5003000000000001,6.0,0,A
T229,U7347,44607.73,Payment,NetBanking,Android,Chennai,1733.0,3.0,1.0,19125.6,0.0,0.705,5.0,0,A
T230,U1289,31575.37,Payment,NetBanking,Android,Mumbai,1669.0,9.0,1.0,17043.28,0.0,0.087,5.0,1,C
T231,U1111,39750.82,Payment,NetBanking,Android,Delhi,46.0,1.0,1.4,9612.7,0.0,0.334,9.0,0,A
T232,U1878,25156.72,Payment,UPI,Web,Bangalore,1694.0,11.0,1.0,3511.97,0.0,0.119,2.0,0,A
T233,U5424,28866.35,Withdrawal,Card,Web,Bangalore,115.0,10.0,2.0,19451.3,0.0,0.63,5.0,0,A
T234,U5332,24651.26,Payment,UPI,iOS,Hyderabad,624.0,13.0,2.0,14202.96,0.0,0.393,1.0,0,A
T235,U3511,9802.39,Payment,UPI,Android,Bangalore,1952.0,14.0,3.0,6613.56,0.0,0.074,5.0,0,A
T236,U9467,36136.48,Withdrawal,Wallet,Android,Delhi,1922.0,13.0,2.2,20659.382,0.0,0.526,4.0,0,A
T237,U9056,14074.58,Transfer,UPI,Android,Bangalore,241.0,11.0,1.0,16209.08,0.0,0.025,4.0,0,A
T238,U6531,1264.58,Withdrawal,NetBanking,Android,Chennai,876.0,1.0,4.0,3876.26,0.0,0.818,4.0,0,A
T239,U2018,32291.34,Withdrawal,Card,Web,Mumbai,1179.0,22.0,1.0,27889.64,0.0,0.938,3.0,0,A
T240,U7639,8896.68,Withdrawal,Card,iOS,Mumbai,1050.0,1.0,3.0,4603.89,0.0,0.6439,6.0,0,A
T241,U6347,47025.91,Payment,UPI,iOS,Delhi,1192.0,0.0,2.0,1057.56,0.0,0.952,3.0,0,A
T242,U7705,47698.73,Payment,NetBanking,iOS,Hyderabad,969.0,19.0,2.0,7935.22,0.0,0.897,6.0,0,A
T243,U4337,30386.544000000005,Payment,NetBanking,Web,Mumbai,1849.0,14.0,0.0,5331.2,0.0,0.895,6.0,0,A
T244,U7667,18539.43,Transfer,NetBanking,iOS,Bangalore,1315.0,21.0,4.0,23758.02,0.0,0.245,2.0,0,A
T245,U3625,822.06,Payment,Card,Web,Chennai,287.0,9.0,1.0,8751.34,0.0,0.231,9.0,0,A
T246,U6458,46419.51,Transfer,NetBanking,Web,Hyderabad,134.0,19.0,0.0,7432.69,0.0,0.809,8.0,0,A
T247,U4017,21437.8,Payment,NetBanking,Android,Hyderabad,1718.0,0.0,4.0,29844.77,0.0,0.491,7.0,0,A
T248,U7376,20663.084,Withdrawal,UPI,Web,Hyderabad,1453.0,0.0,1.0,4586.85,0.0,0.942,9.0,0,A
T249,U4452,31383.227000000003,Payment,Wallet,iOS,Mumbai,1353.0,0.0,3.0,12536.690999999995,0.0,0.897,8.0,0,A
T250,U6082,42657.82,Transfer,NetBanking,iOS,Hyderabad,684.0,22.0,4.0,9238.16,0.0,0.893,9.0,0,A
T251,U6484,14757.72,Transfer,UPI,iOS,Delhi,724.0,10.0,1.0,12212.2,0.0,0.326,8.0,0,A
T252,U1877,19285.63,Payment,UPI,Android,Bangalore,1515.0,11.0,2.0,22836.68,0.0,0.133,3.0,0,A
T253,U2994,16872.737,Withdrawal,NetBanking,Android,Chennai,1883.0,14.0,4.0,28667.77,0.0,0.678,1.0,0,A
T254,U7401,15880.25,Payment,Wallet,Android,Bangalore,676.0,13.0,2.8,22933.95,0.0,0.441,6.0,1,B
T255,U3238,8516.16,Payment,Card,Web,Delhi,1357.0,22.0,2.0,21826.49,0.0,0.934,3.0,0,A
T256,U1242,27862.22,Payment,Wallet,iOS,Delhi,922.0,0.0,2.0,29744.29,0.0,0.6784000000000001,3.0,1,C
T257,U9237,46810.93,Withdrawal,NetBanking,Web,Bangalore,1999.0,0.0,0.0,22984.38,0.0,0.929,6.0,0,A
T258,U8720,34816.69,Transfer,Wallet,Web,Mumbai,840.3,5.0,1.0,4272.04,0.0,0.568,9.0,0,A
T259,U3944,28524.56,Withdrawal,UPI,iOS,Delhi,782.0,23.0,0.0,13899.74,0.0,0.526,5.0,0,A
T260,U7319,4903.97,Transfer,UPI,Android,Hyderabad,195.0,22.0,0.0,15154.79,1.0,0.847,5.8,0,A
T261,U3124,30769.61,Transfer,Wallet,iOS,Chennai,1922.0,21.0,3.0,9213.83,0.0,0.5397000000000001,7.0,0,A
T262,U9665,26300.663,Transfer,Card,Web,Chennai,475.0,2.0,0.0,5011.84,0.0,0.9,9.0,0,A
T263,U8760,7047.2,Withdrawal,Wallet,Web,Delhi,1090.0,13.0,0.0,21381.04,0.0,0.034,2.0,0,A
T264,U9441,25940.57,Payment,NetBanking,Android,Hyderabad,1762.0,22.0,2.8,8397.09,0.0,0.359,9.0,0,A
T265,U7291,43874.78,Payment,Card,Web,Bangalore,467.0,5.0,3.0,18777.18,1.0,0.5349999999999999,3.8,0,A
T266,U7048,37051.39,Payment,Wallet,Web,Chennai,1010.0,7.0,4.0,9745.43,1.0,0.21,6.0,0,A
T267,U7718,34865.94,Payment,Wallet,iOS,Hyderabad,1241.0,19.0,0.0,15236.47,0.0,0.399,4.0,0,A
T268,U3596,35139.08,Payment,Card,Android,Hyderabad,1747.0,14.0,2.0,10177.88,0.0,0.01,8.0,1,C
T269,U8731,18006.58,Withdrawal,Wallet,iOS,Mumbai,83.0,16.0,3.0,12411.58,0.0,0.302,3.0,0,A
T270,U5602,14714.91,Withdrawal,NetBanking,iOS,Delhi,1517.0,22.0,1.0,21988.79,0.0,0.319,5.0,0,A
T271,U9776,40477.59,Withdrawal,NetBanking,iOS,Hyderabad,1118.0,8.0,4.0,26526.36,0.0,0.733,2.0,0,A
T272,U1870,40515.16,Withdrawal,NetBanking,Web,Bangalore,641.0,15.0,4.0,15311.5,0.0,0.677,5.0,0,A
T273,U3437,24960.776,Withdrawal,Wallet,Web,Chennai,1047.0,0.0,0.0,18346.51,0.0,0.445,9.0,0,A
T274,U8248,45666.37,Withdrawal,UPI,Android,Mumbai,849.0,15.0,2.0,25945.85,0.0,0.729,3.0,0,A
T275,U1062,25591.55,Withdrawal,Card,Web,Bangalore,1674.0,18.0,3.0,4382.35,0.0,0.428,7.0,0,A
T276,U9482,25100.74,Payment,NetBanking,Android,Chennai,921.0,22.0,1.0,4949.72,0.0,0.435,6.0,0,A
T277,U6893,39924.84,Transfer,Card,iOS,Delhi,803.0,8.0,0.0,10841.18,0.0,0.646,2.0,0,A
T278,U1536,32515.7,Withdrawal,UPI,iOS,Bangalore,58.0,16.0,2.0,9341.14,0.0,0.723,7.0,0,A
T279,U4898,35113.25,Transfer,Wallet,Web,Chennai,1459.0,5.0,0.0,29592.57,0.0,0.847,4.0,0,A
T280,U2474,39799.84,Withdrawal,UPI,Web,Mumbai,975.0,13.0,0.0,16966.35,0.0,0.751,6.0,0,A
T281,U5254,26355.068000000007,Withdrawal,UPI,Android,Chennai,368.0,17.0,4.0,15764.81,0.0,0.67,7.0,0,A
T282,U9624,16932.86,Payment,Card,Web,Hyderabad,251.0,20.0,1.0,17403.69,1.0,0.561,9.0,0,A
T283,U3963,18810.37,Transfer,NetBanking,Web,Mumbai,1867.0,13.0,1.0,26267.12,0.0,0.308,7.0,0,A
T284,U7495,4744.4,Payment,UPI,Web,Bangalore,1086.0,22.0,1.0,7382.08,1.0,0.261,4.4,0,A
T285,U6593,28935.09,Payment,Wallet,iOS,Delhi,1810.0,6.0,1.0,15377.92,0.0,0.843,9.0,0,A
T286,U8855,1845.32,Transfer,UPI,Web,Mumbai,1102.0,9.0,3.0,8201.8,0.0,0.717,6.0,0,A
T287,U8086,23306.62,Payment,Card,Web,Mumbai,1585.0,15.0,3.0,23439.23,0.0,0.665,4.0,0,A
T288,U2601,27155.1,Withdrawal,NetBanking,iOS,Mumbai,1729.0,6.0,1.0,23335.75,0.0,0.259,5.0,0,A
T289,U8290,14362.74,Withdrawal,Wallet,iOS,Chennai,1678.0,19.0,2.0,28727.15,1.0,0.97,1.0,0,A
T290,U5456,29562.12,Withdrawal,Card,iOS,Hyderabad,65.0,5.0,3.0,13459.98,0.0,0.081,4.0,0,A
T291,U4415,1573.49,Withdrawal,UPI,iOS,Delhi,888.0,5.0,3.0,4843.67,0.0,0.838,3.0,0,A
T292,U9055,1915.54,Withdrawal,UPI,Web,Delhi,1489.0,6.0,2.0,26902.69,0.0,0.5850000000000001,6.0,0,A
T293,U1075,41138.9,Payment,NetBanking,Web,Hyderabad,264.0,21.0,1.0,26729.02,0.0,0.392,9.0,0,A
T294,U1739,18041.52,Payment,Card,Web,Chennai,14.0,16.0,0.0,7116.62,0.0,0.428,3.0,0,A
T295,U7896,6396.67,Withdrawal,Card,Android,Chennai,1614.0,7.0,2.9,8360.47,0.0,0.663,5.0,0,A
T296,U9390,26136.05,Withdrawal,NetBanking,iOS,Hyderabad,1085.0,1.0,0.0,9471.08,0.0,0.547,2.0,0,A
T297,U4947,38511.18,Payment,Wallet,Web,Hyderabad,338.0,18.0,0.0,13607.33,0.0,0.186,9.0,0,A
T298,U7708,10830.26,Transfer,Card,Web,Bangalore,107.0,20.0,2.0,24888.39,0.0,0.03,8.0,0,A
T299,U3105,31163.38,Payment,NetBanking,Web,Chennai,1194.0,21.0,1.0,4416.66,0.0,0.6397,4.0,0,A
T300,U2793,4313.11,Payment,Card,iOS,Mumbai,1439.0,6.0,0.0,21041.69,0.0,0.505,8.0,0,A
T301,U5700,2631.5,Payment,NetBanking,iOS,Delhi,990.0,11.0,1.0,10648.73,0.0,0.362,4.0,0,A
T302,U4599,26591.16,Payment,UPI,iOS,Chennai,1012.0,19.0,4.0,5950.33,0.0,0.285,2.0,0,A
T303,U6839,27054.72,Payment,UPI,Web,Hyderabad,792.0,2.0,1.0,10219.31,0.0,0.823,9.0,0,A
T304,U2332,31889.62,Transfer,Card,iOS,Mumbai,586.0,3.0,2.0,16044.95,0.0,0.796,2.0,1,C
T305,U7942,36318.26,Withdrawal,Card,Web,Bangalore,336.0,10.0,2.0,27650.28,0.0,0.826,1.0,0,A
T306,U5148,48793.81,Withdrawal,UPI,Android,Bangalore,1952.0,11.0,4.0,18885.23,1.0,0.219,1.0,0,A
T307,U6318,25839.2,Transfer,Wallet,iOS,Mumbai,252.0,18.0,2.0,18251.73,0.0,0.852,3.0,0,A
T308,U6076,16181.68,Withdrawal,NetBanking,iOS,Mumbai,1537.0,18.0,1.0,3351.36,0.0,0.986,7.0,0,A
T309,U3242,39769.55,Withdrawal,UPI,Web,Hyderabad,376.0,10.0,1.0,16951.993000000002,0.0,0.599,6.0,0,A
T310,U4484,13578.07,Withdrawal,Wallet,iOS,Hyderabad,783.0,12.0,1.0,3970.96,0.0,0.047,3.0,0,A
T311,U1115,21976.62,Transfer,Wallet,iOS,Delhi,733.0,23.0,2.0,20523.548000000003,0.0,0.702,5.0,0,A
T312,U6968,3968.9,Transfer,UPI,Web,Delhi,1475.0,0.0,1.0,17333.3,1.0,0.538,5.4,0,A
T313,U9847,1316.27,Withdrawal,Card,Web,Bangalore,1187.0,5.0,3.0,13633.2,0.0,0.712,2.0,0,A
T314,U7650,48134.29,Withdrawal,Wallet,Web,Mumbai,243.0,21.0,4.0,249.26,0.0,0.188,3.0,0,A
T315,U3066,41807.21,Withdrawal,UPI,Android,Bangalore,661.0,15.0,3.0,10596.89,0.0,0.606,4.0,0,A
T316,U6962,34813.91,Payment,NetBanking,Web,Hyderabad,342.0,1.0,1.0,3908.19,1.0,0.539,8.0,0,A
T317,U4681,20477.2,Payment,Card,iOS,Chennai,504.0,13.0,2.0,29644.77,0.0,0.602,1.0,0,A
T318,U8014,8706.05,Payment,NetBanking,Android,Hyderabad,1148.0,23.0,4.0,13858.71,0.0,0.5273000000000001,9.0,0,A
T319,U5063,7864.03,Transfer,Wallet,Web,Chennai,378.0,22.0,3.0,12841.19,1.0,0.4542999999999998,1.0,0,A
T320,U7426,12549.63,Withdrawal,Card,Android,Mumbai,1366.0,17.0,1.0,19360.81,0.0,0.322,3.0,0,A
T321,U3963,27483.87,Transfer,Wallet,Web,Mumbai,1163.0,16.0,2.0,10777.1,0.0,0.7285,3.0,0,A
T322,U6034,35744.07,Transfer,Card,iOS,Mumbai,1961.0,19.0,1.0,21493.89,0.0,0.695,9.0,0,A
T323,U9239,33026.86,Transfer,Wallet,Android,Delhi,1211.0,17.0,3.0,27153.33,0.0,0.664,3.0,0,A
T324,U6130,14032.7,Withdrawal,NetBanking,Web,Delhi,696.6,18.0,3.0,15017.03,0.0,0.422,3.0,0,A
T325,U4038,12000.291,Payment,NetBanking,Android,Chennai,1350.0,14.0,1.6,11549.4,0.0,0.354,2.0,0,A
T326,U5192,36907.95,Withdrawal,Wallet,Web,Bangalore,916.0,1.0,2.0,15704.72,0.0,0.62,4.0,0,A
T327,U3207,27739.98,Withdrawal,Card,iOS,Bangalore,1134.0,3.0,0.0,18146.23,0.0,0.312,8.0,0,A
T328,U7857,30605.45,Transfer,NetBanking,iOS,Chennai,1229.0,0.0,1.0,25446.31,0.0,0.963,6.0,0,A
T329,U8267,21009.02,Transfer,Card,Web,Delhi,811.0,7.0,2.0,11894.94,0.0,0.596,1.0,0,A
T330,U1086,12424.16,Transfer,NetBanking,iOS,Hyderabad,217.0,19.0,0.0,1637.8,0.0,0.592,5.0,0,A
T331,U7303,17830.84,Payment,NetBanking,Web,Chennai,616.0,13.0,2.0,18958.94,0.0,0.136,8.0,0,A
T332,U7931,37904.41,Payment,UPI,Web,Bangalore,482.0,10.0,1.0,29607.66,0.0,0.61,1.0,0,A
T333,U8988,768.95,Payment,UPI,iOS,Chennai,1648.0,23.0,1.0,25641.68,0.0,0.295,6.0,0,A
T334,U6950,5847.83,Withdrawal,Card,Android,Chennai,1041.0,23.0,4.0,22771.85,0.0,0.452,7.0,0,A
T335,U4172,2347.83,Transfer,NetBanking,iOS,Mumbai,145.0,13.0,3.0,5377.41,0.0,0.538,5.0,0,A
T336,U3356,2084.4,Withdrawal,UPI,Android,Delhi,1220.8,15.0,3.0,22483.71,1.0,0.478,4.4,0,A
T337,U1489,42780.26,Payment,Wallet,Android,Mumbai,920.0,9.0,3.0,2536.15,0.0,0.809,7.0,0,A
T338,U7732,35197.71,Transfer,Card,Web,Delhi,270.0,6.0,4.0,14868.15,1.0,0.099,9.0,0,A
T339,U9539,23734.98,Payment,UPI,Web,Chennai,1131.0,15.0,3.0,11189.9,0.0,0.167,4.0,0,A
T340,U5372,4936.82,Transfer,NetBanking,iOS,Delhi,467.0,3.0,2.0,27168.06,0.0,0.157,3.0,0,A
T341,U1767,24606.21,Transfer,NetBanking,Android,Bangalore,1938.0,11.0,3.0,4879.09,0.0,0.817,4.0,1,B
T342,U3835,23699.91,Withdrawal,Card,iOS,Mumbai,1730.0,11.0,3.0,23687.66,0.0,0.118,5.0,1,B
T343,U4586,8701.43,Withdrawal,NetBanking,Web,Chennai,1471.0,1.0,1.0,1550.51,0.0,0.971,9.0,0,A
T344,U4259,21720.89,Payment,Wallet,Android,Bangalore,1446.0,5.0,4.0,21082.47,0.0,0.969,1.0,0,A
T345,U2597,19955.31,Withdrawal,Wallet,iOS,Delhi,1533.0,19.0,4.0,8883.97,0.0,0.992,9.0,0,A
T346,U9093,30811.71,Withdrawal,UPI,iOS,Delhi,241.0,14.0,3.0,29279.81,0.0,0.98,9.0,0,A
T347,U7947,31772.93,Withdrawal,NetBanking,Web,Bangalore,937.0,14.0,0.0,20185.13,0.0,0.149,8.0,0,A
T348,U3681,2312.94,Transfer,Wallet,Web,Delhi,156.0,21.0,1.0,9336.27,0.0,0.657,8.0,0,A
T349,U5836,18761.9,Withdrawal,Card,Web,Mumbai,726.0,15.0,3.0,7142.08,0.0,0.4,8.0,1,B
T350,U8508,31311.7,Payment,NetBanking,Web,Hyderabad,516.0,23.0,0.0,19215.33,0.0,0.732,4.0,0,A
T351,U4018,25181.66,Transfer,UPI,iOS,Delhi,567.0,2.0,2.0,8254.64,0.0,0.406,7.0,0,A
T352,U6920,42831.67,Transfer,Card,Web,Chennai,113.0,0.0,1.0,5685.48,0.0,0.383,2.0,0,A
T353,U4190,32951.75,Withdrawal,Card,Web,Delhi,345.0,20.0,4.0,19465.32,0.0,0.904,3.0,0,A
T354,U6860,8188.57,Transfer,Card,iOS,Chennai,455.0,11.0,0.0,21756.18,0.0,0.495,8.0,0,A
T355,U1692,3574.91,Payment,Wallet,iOS,Delhi,743.0,14.0,3.0,7217.05,0.0,0.74,4.0,0,A
T356,U3132,32138.84,Payment,Card,Android,Delhi,453.0,18.0,0.0,16122.59,0.0,0.65,6.0,0,A
T357,U4138,1374.24,Transfer,Wallet,iOS,Chennai,127.0,5.0,4.0,19942.52,1.0,0.658,8.0,0,A
T358,U4275,29309.49,Withdrawal,Card,Android,Mumbai,1550.0,18.0,2.0,28263.31,0.0,0.349,8.0,0,A
T359,U5622,20981.875,Withdrawal,Wallet,Web,Hyderabad,938.0,16.0,0.0,24122.66,0.0,0.252,5.0,0,A
T360,U4950,28794.94,Transfer,NetBanking,Android,Hyderabad,732.0,8.0,3.0,12682.36,0.0,0.885,7.0,1,C
T361,U2994,19439.09,Payment,Wallet,Android,Mumbai,576.0,20.0,0.0,25347.78,0.0,0.4314999999999999,1.0,0,A
T362,U1587,32182.25,Transfer,Wallet,Web,Delhi,1564.0,12.0,2.0,13306.65,0.0,0.173,5.0,0,A
T363,U6415,22939.73,Withdrawal,NetBanking,Web,Hyderabad,1946.0,14.0,0.0,3990.79,0.0,0.133,3.0,0,A
T364,U5633,27303.56,Withdrawal,Card,Web,Mumbai,97.0,15.0,2.0,10298.9,0.0,0.949,4.0,0,A
T365,U5406,15190.966000000004,Transfer,NetBanking,Android,Mumbai,1792.0,12.0,2.0,24161.25,0.0,0.005,1.0,0,A
T366,U2835,19335.83,Payment,Card,iOS,Hyderabad,1662.0,1.0,1.0,28678.56,0.0,0.008,1.0,0,A
T367,U6618,19284.798,Transfer,Wallet,iOS,Chennai,485.0,1.0,1.0,29509.15,1.0,0.227,4.9,0,A
T368,U7399,45272.26,Payment,Card,Web,Bangalore,665.0,10.0,3.0,19208.94,1.0,0.279,4.0,0,A
T369,U1154,9829.77,Payment,Wallet,Web,Chennai,1518.0,15.0,3.0,14402.42,0.0,0.56,3.0,0,A
T370,U8287,3514.6,Transfer,Card,Web,Delhi,1695.0,16.0,3.0,4945.51,0.0,0.961,2.0,1,B
T371,U6505,5083.86,Transfer,Wallet,iOS,Chennai,304.0,2.0,2.0,3165.48,0.0,0.465,7.0,0,A
T372,U8105,960.18,Payment,Wallet,Web,Bangalore,729.0,22.0,2.0,15603.22,0.0,0.289,9.0,0,A
T373,U4498,4767.43,Payment,UPI,Android,Bangalore,1414.0,0.0,2.8,21860.59,0.0,0.817,3.0,0,A
T374,U5453,34166.19,Payment,Card,Android,Mumbai,1004.0,17.0,2.0,9785.27,0.0,0.252,9.0,0,A
T375,U1446,3605.87,Payment,Card,Web,Delhi,1316.0,13.0,1.0,20272.83,0.0,0.142,8.0,0,A
T376,U5209,15982.83,Withdrawal,UPI,Web,Mumbai,853.0,21.0,0.0,17167.23,0.0,0.795,5.0,0,A
T377,U7353,42251.52,Transfer,Wallet,iOS,Chennai,695.0,8.0,3.0,28228.39,0.0,0.002,6.0,0,A
T378,U1466,1212.43,Payment,Wallet,Android,Chennai,774.0,8.0,1.5,6365.75,0.0,0.205,1.0,0,A
T379,U4984,40732.7,Transfer,UPI,Web,Hyderabad,1189.0,11.0,4.0,17772.65,0.0,0.635,6.0,1,C
T380,U2096,14128.65,Payment,UPI,iOS,Mumbai,1213.0,23.0,1.0,12472.53,0.0,0.102,9.0,0,A
T381,U6980,5952.33,Transfer,NetBanking,iOS,Mumbai,970.0,2.0,4.0,7921.11,0.0,0.256,7.0,0,A
T382,U5379,34852.02,Transfer,Wallet,Web,Mumbai,944.0,1.0,3.0,10783.04,0.0,0.5728,9.0,0,A
T383,U6878,31465.7,Payment,NetBanking,Web,Mumbai,899.0,0.0,4.0,8906.6,0.0,0.396,5.0,0,A
T384,U4334,20633.753000000004,Payment,Card,iOS,Bangalore,923.0,8.0,0.0,15876.69,0.0,0.973,5.0,0,A
T385,U3821,36766.8,Transfer,NetBanking,Web,Hyderabad,1120.0,12.0,4.0,16785.82,0.0,0.676,5.0,1,C
T386,U2195,40183.87,Transfer,UPI,Web,Delhi,415.0,20.0,0.0,25979.65,0.0,0.037,6.0,0,A
T387,U4715,14137.63,Transfer,UPI,Web,Delhi,1869.0,15.0,3.0,23461.04,0.0,0.221,4.0,0,A
T388,U6071,8913.11,Withdrawal,UPI,Web,Delhi,1529.0,18.0,2.0,9145.21,0.0,0.616,9.0,0,A
T389,U2776,37543.21,Payment,UPI,Android,Bangalore,1300.0,9.0,1.0,27946.63,0.0,0.713,7.0,0,A
T390,U4547,40351.4,Withdrawal,NetBanking,Web,Hyderabad,1627.0,4.0,4.0,26063.75,0.0,0.6369,3.0,0,A
T391,U2373,49525.73,Withdrawal,NetBanking,iOS,Hyderabad,1097.0,13.0,0.0,18813.3,0.0,0.857,7.0,0,A
T392,U5788,20660.25,Payment,NetBanking,Android,Bangalore,128.0,14.0,3.0,656.99,0.0,0.943,3.0,0,A
T393,U3370,18632.3,Payment,UPI,iOS,Mumbai,350.0,2.0,3.0,6353.18,0.0,0.614,3.0,0,A
T394,U6248,38831.83,Withdrawal,UPI,iOS,Chennai,322.0,8.0,2.0,23700.65,0.0,0.562,4.0,0,A
T395,U3513,17073.14,Payment,Wallet,iOS,Mumbai,172.0,0.0,3.0,13667.45,0.0,0.751,2.0,0,A
T396,U6335,27667.308,Transfer,Wallet,Android,Delhi,1538.0,0.0,3.0,3865.92,0.0,0.782,8.0,0,A
T397,U2505,31173.382999999994,Transfer,UPI,iOS,Mumbai,302.0,18.0,2.0,12306.96,0.0,0.215,1.0,0,A
T398,U8888,21478.25,Withdrawal,Wallet,Android,Bangalore,699.0,5.0,3.0,6435.9,0.0,0.484,1.0,0,A
T399,U3797,37556.01,Withdrawal,Card,Web,Delhi,1410.0,10.0,0.0,26787.77,0.0,0.447,1.0,0,A
T400,U6641,37739.42,Payment,Card,Android,Chennai,1575.0,17.0,4.0,26688.83,0.0,0.941,4.0,1,C
T401,U2912,5201.04,Payment,UPI,iOS,Delhi,1434.0,13.0,4.0,11673.16,0.0,0.112,1.0,0,A
T402,U3030,15750.066,Withdrawal,NetBanking,Android,Mumbai,682.0,15.0,0.0,4208.07,0.0,0.943,3.0,0,A
T403,U2631,25287.36,Withdrawal,Card,iOS,Hyderabad,1433.0,0.0,4.0,10829.05,0.0,0.4474999999999999,7.0,0,A
T404,U9534,41331.55,Transfer,Card,Web,Hyderabad,408.0,23.0,3.0,3949.32,0.0,0.3838,3.0,0,A
T405,U4732,16036.48,Transfer,NetBanking,Android,Hyderabad,918.0,9.0,4.0,9190.98,1.0,0.869,2.0,0,A
T406,U7389,44781.39,Payment,Wallet,Web,Delhi,496.0,9.0,4.0,23158.33,0.0,0.05,6.0,0,A
T407,U9418,19490.62,Transfer,NetBanking,Android,Hyderabad,1548.0,12.0,1.9,8829.2,0.0,0.319,8.0,1,B
T408,U2132,591.34,Payment,Wallet,iOS,Bangalore,1057.0,0.0,4.0,16371.64,0.0,0.753,4.0,0,A
T409,U1043,27973.378000000004,Payment,Wallet,Android,Chennai,1952.0,2.0,3.0,3654.31,0.0,0.828,4.0,0,A
T410,U9670,4609.77,Payment,NetBanking,Web,Hyderabad,1092.0,13.0,2.0,10494.0,0.0,0.167,2.0,1,B
T411,U3415,15999.72,Transfer,Wallet,Android,Bangalore,758.0,20.0,2.0,1285.17,1.0,0.942,5.0,0,A
T412,U4575,20384.646,Withdrawal,Card,Web,Bangalore,249.0,15.0,4.0,16490.23,0.0,0.054,8.0,0,A
T413,U8835,47532.83,Withdrawal,UPI,Web,Delhi,320.0,22.0,2.0,10493.93,0.0,0.434,1.0,0,A
T414,U3389,28693.22,Transfer,Wallet,iOS,Delhi,330.0,19.0,4.0,26172.92,1.0,0.097,2.0,0,A
T415,U5844,31610.27,Withdrawal,Card,Android,Chennai,681.0,5.0,2.0,11837.32,0.0,0.098,1.0,0,A
T416,U4351,22449.85,Payment,NetBanking,Web,Chennai,1514.0,0.0,4.0,16777.48,0.0,0.914,4.0,1,B
T417,U2105,14695.88,Withdrawal,Wallet,iOS,Mumbai,581.0,19.0,1.0,29301.66,0.0,0.904,7.0,0,A
T418,U6590,16466.79,Transfer,Card,iOS,Chennai,1785.0,23.0,0.0,19316.91,0.0,0.615,3.0,0,A
T419,U2012,33642.3,Withdrawal,Wallet,iOS,Delhi,423.0,4.0,2.0,15064.11,0.0,0.966,8.0,0,A
T420,U4422,37631.11,Payment,NetBanking,Web,Bangalore,1355.0,7.0,3.0,13157.111,0.0,0.491,6.0,0,A
T421,U9305,39589.37,Payment,UPI,Android,Mumbai,411.0,11.0,0.0,24646.83,0.0,0.783,2.0,0,A
T422,U4607,39491.43,Transfer,Wallet,Web,Chennai,68.0,0.0,4.0,19307.26,0.0,0.097,9.0,0,A
T423,U6835,4605.74,Transfer,UPI,iOS,Bangalore,62.0,12.0,0.0,3344.88,0.0,0.396,9.0,0,A
T424,U8852,24746.29,Transfer,Wallet,Web,Delhi,1033.8,8.0,3.0,7445.51,0.0,0.515,7.0,0,A
T425,U2276,2925.06,Payment,Wallet,Web,Hyderabad,642.0,19.0,3.0,16175.66,0.0,0.778,8.0,0,A
T426,U5733,27498.97,Withdrawal,NetBanking,iOS,Mumbai,1152.0,23.0,4.0,1447.37,0.0,0.334,1.0,1,C
T427,U5623,22104.45,Withdrawal,Wallet,Android,Bangalore,295.0,7.0,2.0,21577.47,0.0,0.98,6.0,0,A
