Date,Region,Units Sold,Inventory Level,Units Ordered,Price,Discount,Competitor Pricing,Seasonality
2022-09-26,West,3304,5682,1970,61.92,20,60.74,Autumn
2022-09-27,West,2237,5480,2285,57.04,20,57.75,Autumn
2022-09-28,West,3288,6221,2304,56.69,20,57.78,Autumn
2022-09-29,West,2872,5002,2413,59.34,20,58.99,Autumn
2022-09-30,West,3733,6602,2458,53.61,20,52.94,Autumn
2022-10-01,West,3084,5571,2234,53.63,20,54.08,Autumn
2022-10-02,West,2550,5085,2073,60.12,20,60.58,Autumn
2022-10-03,West,2455,5001,2328,56.24,20,55.97,Autumn
2022-10-04,West,2128,4813,2072,59.2,20,57.21,Autumn
2022-10-05,West,2648,5309,2034,56.24,20,55.83,Autumn
2022-10-06,West,2844,6808,2322,49.64,20,50.07,Autumn
2022-10-07,West,3096,5590,2302,58.61,20,58.52,Autumn
2022-10-08,West,2806,5371,2096,47.35,20,46.61,Autumn
2022-10-09,West,1731,4516,2679,53.51,20,53.55,Autumn
2022-10-10,West,2379,6125,1680,54.26,20,54.54,Autumn
2022-10-11,West,2691,5136,2194,55.98,20,56.45,Autumn
2022-10-12,West,2657,5430,2339,56.09,20,56.19,Autumn
2022-10-13,West,2749,5445,2342,53.13,20,52.75,Autumn
2022-10-14,West,3166,5994,2621,47.14,20,47.48,Autumn
2022-10-15,West,3616,5555,2369,61.94,20,61.73,Autumn
2022-10-16,West,2643,5365,1791,57.28,20,56.64,Autumn
2022-10-17,West,3006,5730,2127,48.81,20,48.62,Autumn
2022-10-18,West,3171,6031,2041,61.94,20,62.14,Autumn
2022-10-19,West,2139,5520,1833,59.22,20,60.75,Autumn
2022-10-20,West,3691,5654,2264,45.99,20,46.39,Autumn
2022-10-21,West,2060,4473,2419,54.91,20,54.14,Autumn
2022-10-22,West,2659,5039,2037,45.21,20,45.7,Autumn
2022-10-23,West,1873,4481,2651,58.06,20,58.14,Autumn
2022-10-24,West,3609,6198,1971,51.46,20,51.67,Autumn
2022-10-25,West,2171,4128,2295,49.02,20,49.98,Autumn
2022-10-26,West,1975,5307,2124,51.52,20,51.11,Autumn
2022-10-27,West,2649,5972,1721,52.15,20,52.77,Autumn
2022-10-28,West,2823,5519,1804,53.46,20,52.79,Autumn
2022-10-29,West,2704,5574,2617,55.96,20,55.92,Autumn
2022-10-30,West,3094,5631,1912,51.41,20,51.17,Autumn
2022-10-31,West,2720,5174,2424,64.22,20,64.19,Autumn
2022-11-01,West,2271,5181,1823,43.68,20,44.13,Autumn
2022-11-02,West,2499,6266,2160,55.6,20,55.53,Autumn
2022-11-03,West,2193,4924,2341,52.7,20,52.59,Autumn
2022-11-04,West,2882,5536,2138,54.53,20,54.42,Autumn
2022-11-05,West,2206,5600,2305,57.89,20,60.34,Autumn
2022-11-06,West,3116,5599,2393,53.7,20,54.2,Autumn
2022-11-07,West,3179,5299,2132,54.31,20,54.8,Autumn
2022-11-08,West,3492,5646,2338,51.2,20,51.49,Autumn
2022-11-09,West,3158,6256,1938,56.19,20,55.93,Autumn
2022-11-10,West,3147,5829,2057,66.41,20,65.34,Autumn
2022-11-11,West,2500,4604,2313,66.36,20,66.87,Autumn
2022-11-12,West,2442,4902,1974,65.33,20,64.53,Autumn
2022-11-13,West,2532,5732,2108,57.08,20,57.98,Autumn
2022-11-14,West,2116,4950,2499,53.54,20,53.97,Autumn
2022-11-15,West,2130,5746,1990,47.49,20,48.02,Autumn
2022-11-16,West,2569,5290,2084,60.78,20,61.4,Autumn
2022-11-17,West,2322,5259,2192,65.21,20,64.89,Autumn
2022-11-18,West,2297,5863,2313,38.5,20,38.71,Autumn
2022-11-19,West,2011,5123,2338,51.84,20,51.83,Autumn
2022-11-20,West,2546,5221,2139,59.63,20,60.14,Autumn
2022-11-21,West,2023,4190,2030,51.91,20,52.86,Autumn
2022-11-22,West,2793,4977,2309,49.95,20,49.65,Autumn
2022-11-23,West,2908,5759,2395,57.88,20,57.59,Autumn
2022-11-24,West,3426,5601,1963,53.52,20,54.34,Autumn
2022-11-25,West,2768,5873,2457,57.48,20,58.22,Autumn
2022-11-26,West,3677,6890,2420,57.21,20,57.7,Autumn
2022-11-27,West,2738,5706,2047,48.83,20,49.32,Autumn
2022-11-28,West,2711,6541,2045,64.28,20,65.0,Autumn
2022-11-29,West,3003,4854,1955,54.03,20,53.77,Autumn
2022-11-30,West,2476,5239,1964,57.28,20,56.23,Autumn
2022-12-01,West,2464,4474,2254,61.11,20,60.75,Autumn
2022-12-02,West,2574,5444,2309,55.24,20,54.33,Autumn
2022-12-03,West,3268,5650,1986,58.56,20,59.24,Autumn
2022-12-04,West,2417,6423,2454,56.61,20,56.46,Autumn
2022-12-05,West,2773,5849,1818,51.87,20,51.82,Autumn
2022-12-06,West,2805,6863,2572,51.74,20,51.89,Autumn
2022-12-07,West,2253,5676,2822,52.1,20,52.36,Autumn
2022-12-08,West,2183,4774,1951,51.32,20,50.75,Autumn
2022-12-09,West,2671,6103,2043,46.85,20,46.76,Autumn
2022-12-10,West,2399,4779,2188,53.28,20,53.42,Autumn
2022-12-11,West,2752,5799,1873,51.41,20,51.88,Autumn
2022-12-12,West,2958,5903,2111,55.07,20,55.62,Autumn
2022-12-13,West,1832,4843,2333,52.78,20,52.91,Autumn
2022-12-14,West,3010,5197,2435,59.09,20,58.78,Autumn
2022-12-15,West,2962,6242,2318,53.9,15,53.64,Autumn
2022-12-16,West,3577,5711,1934,56.09,20,55.81,Autumn
2022-12-17,West,3277,6448,2108,59.17,20,59.44,Autumn
2022-12-18,West,2893,5309,2521,51.51,20,51.47,Autumn
2022-12-19,West,2687,5426,2022,52.72,20,52.5,Autumn
2022-12-20,West,1928,4943,2207,52.4,20,52.95,Autumn
2022-12-21,West,2322,4264,2125,59.41,20,59.89,Winter
2022-12-22,West,3204,6768,2204,52.43,20,53.29,Winter
2022-12-23,West,2670,4904,2320,49.24,20,49.44,Winter
2022-12-24,West,1794,4549,2632,53.28,20,54.49,Winter
2022-12-25,West,2110,4734,2301,57.95,20,57.88,Winter
2022-12-26,West,3005,5539,1841,44.26,20,43.52,Winter
2022-12-27,West,2327,5101,2095,54.17,20,55.07,Winter
2022-12-28,West,2710,5399,1844,54.14,20,53.61,Winter
2022-12-29,West,2282,5908,2158,55.32,15,54.92,Winter
2022-12-30,West,3197,5953,2079,64.83,20,65.19,Winter
2022-12-31,West,3359,6179,2404,50.83,20,50.63,Winter
2023-01-01,West,4318,6592,2377,52.63,20,52.76,Winter
2023-01-02,West,2064,5810,1912,65.12,20,64.39,Winter
2023-01-03,West,3372,5478,2279,49.31,20,49.46,Winter
2023-01-04,West,2467,6006,2274,55.18,20,56.02,Winter
2023-01-05,West,3125,5584,2245,57.02,20,56.67,Winter
2023-01-06,West,1624,4592,2087,59.16,20,60.2,Winter
2023-01-07,West,2866,5436,2262,51.94,20,52.76,Winter
2023-01-08,West,2451,5451,2337,58.88,20,58.44,Winter
2023-01-09,West,3222,5663,1984,51.05,20,51.21,Winter
2023-01-10,West,2256,5378,2165,49.67,20,50.25,Winter
2023-01-11,West,2508,4843,2341,60.57,20,60.34,Winter
2023-01-12,West,3391,5588,2518,52.09,20,52.58,Winter
2023-01-13,West,3216,5880,2348,58.56,20,57.8,Winter
2023-01-14,West,1930,3932,2056,63.75,20,62.94,Winter
2023-01-15,West,2704,5172,2592,54.81,20,55.02,Winter
2023-01-16,West,2281,5381,2275,56.41,20,57.32,Winter
2023-01-17,West,2217,5461,2440,49.41,20,49.4,Winter
2023-01-18,West,3891,6323,2639,61.48,20,60.16,Winter
2023-01-19,West,2283,5292,2132,55.14,20,54.67,Winter
2023-01-20,West,2103,5542,2248,63.47,20,62.96,Winter
2023-01-21,West,2455,5871,2263,55.07,20,56.43,Winter
2023-01-22,West,2335,4258,1883,55.21,20,55.4,Winter
2023-01-23,West,3498,6208,2208,53.8,20,54.26,Winter
2023-01-24,West,2500,5089,1933,60.69,20,60.76,Winter
2023-01-25,West,3421,5494,2026,56.1,20,56.11,Winter
2023-01-26,West,2162,5413,2165,65.03,20,65.21,Winter
2023-01-27,West,2471,5372,2084,58.31,20,58.67,Winter
2023-01-28,West,2122,4714,2318,55.3,20,55.11,Winter
2023-01-29,West,2029,5289,2151,69.77,20,69.43,Winter
2023-01-30,West,2497,5697,1921,48.76,20,48.94,Winter
2023-01-31,West,2539,5502,2207,55.54,20,55.44,Winter
2023-02-01,West,2641,4891,2111,51.06,20,51.63,Winter
2023-02-02,West,2969,5371,2522,54.61,20,53.65,Winter
2023-02-03,West,2881,6139,2465,69.46,20,70.46,Winter
2023-02-04,West,3284,4865,2451,59.12,20,58.98,Winter
2023-02-05,West,2783,4254,1823,57.87,20,58.73,Winter
2023-02-06,West,2576,5444,2294,46.1,20,45.46,Winter
2023-02-07,West,2966,4929,2438,60.05,20,60.12,Winter
2023-02-08,West,3458,5999,1589,59.29,20,59.99,Winter
2023-02-09,West,2264,5656,2495,63.99,20,64.0,Winter
2023-02-10,West,2845,5532,2575,59.93,20,59.25,Winter
2023-02-11,West,3329,5527,2015,44.91,20,45.79,Winter
2023-02-12,West,3028,6768,2199,57.9,20,57.68,Winter
2023-02-13,West,2222,4973,2278,58.66,20,58.98,Winter
2023-02-14,West,2836,6408,2299,52.85,20,51.84,Winter
2023-02-15,West,2236,5186,2112,51.03,20,52.25,Winter
2023-02-16,West,3162,6058,1733,64.72,20,65.85,Winter
2023-02-17,West,2375,5288,2236,62.13,20,63.27,Winter
2023-02-18,West,3136,5351,1819,49.71,20,49.4,Winter
2023-02-19,West,3211,5668,2448,59.64,20,58.17,Winter
2023-02-20,West,2354,5454,2201,57.05,20,57.93,Winter
2023-02-21,West,2019,4175,2282,65.95,20,64.63,Winter
2023-02-22,West,2950,5347,1920,54.35,20,55.77,Winter
2023-02-23,West,3049,5823,1938,52.29,20,52.51,Winter
2023-02-24,West,2850,5631,2487,40.97,20,40.24,Winter
2023-02-25,West,2204,4959,2280,52.15,20,51.04,Winter
2023-02-26,West,2091,4743,2693,45.6,20,46.0,Winter
2023-02-27,West,3133,6911,2553,56.25,20,56.54,Winter
2023-02-28,West,3554,5604,2517,58.72,20,59.4,Winter
2023-03-01,West,2697,5354,2693,60.79,20,61.75,Winter
2023-03-02,West,2394,5734,2240,49.7,20,48.45,Winter
2023-03-03,West,1747,4602,2134,53.15,20,53.68,Winter
2023-03-04,West,3722,5995,1955,53.12,20,54.23,Winter
2023-03-05,West,2459,6269,1945,62.66,20,63.0,Winter
2023-03-06,West,2016,4244,1584,59.06,20,59.68,Winter
2023-03-07,West,3328,5257,2308,60.69,20,61.25,Winter
2023-03-08,West,1510,4764,2264,55.78,20,56.47,Winter
2023-03-09,West,3123,5575,2298,55.32,20,55.05,Winter
2023-03-10,West,2851,5580,2380,53.18,20,53.58,Winter
2023-03-11,West,2052,4575,2184,63.43,20,63.71,Winter
2023-03-12,West,2548,5430,2152,58.07,20,58.12,Winter
2023-03-13,West,2278,4813,2782,43.48,20,42.46,Winter
2023-03-14,West,2086,6108,2283,50.49,20,51.15,Winter
2023-03-15,West,3447,5527,1958,52.15,20,51.72,Winter
2023-03-16,West,2699,5205,2632,59.89,20,59.96,Winter
2023-03-17,West,2462,4804,2282,62.32,20,61.58,Winter
2023-03-18,West,2550,5740,1987,55.93,20,56.13,Winter
2023-03-19,West,2444,5904,1978,54.21,20,53.21,Winter
2023-03-20,West,2685,4568,2587,50.63,15,50.37,Winter
2023-03-21,West,1885,4809,2091,57.44,20,57.45,Spring
2023-03-22,West,2198,4761,1982,62.13,20,62.49,Spring
2023-03-23,West,2272,4863,1860,50.72,20,51.02,Spring
2023-03-24,West,2815,5139,2538,57.55,20,58.41,Spring
2023-03-25,West,2282,6182,2015,57.36,20,57.55,Spring
2023-03-26,West,2621,5120,2133,57.78,20,57.83,Spring
2023-03-27,West,2560,5254,2364,49.56,15,49.43,Spring
2023-03-28,West,2935,5799,2015,53.06,20,54.0,Spring
2023-03-29,West,2985,5512,2181,66.8,20,67.39,Spring
2023-03-30,West,2254,4462,1834,52.64,20,51.3,Spring
2023-03-31,West,3200,6177,1739,55.56,20,55.59,Spring
2023-04-01,West,2339,5755,2141,54.18,20,53.92,Spring
2023-04-02,West,2771,5595,2463,60.19,20,61.22,Spring
2023-04-03,West,2281,5146,2146,56.12,20,55.61,Spring
2023-04-04,West,2425,5216,2515,58.69,20,58.76,Spring
2023-04-05,West,2591,6576,2149,48.38,20,49.08,Spring
2023-04-06,West,2472,5600,1898,57.92,20,57.55,Spring
2023-04-07,West,3116,5463,1987,47.55,20,48.73,Spring
2023-04-08,West,2457,5569,2182,54.38,20,54.25,Spring
2023-04-09,West,3100,5295,2088,64.65,20,65.75,Spring
2023-04-10,West,2332,5540,2001,55.41,20,56.54,Spring
2023-04-11,West,3034,5054,2537,47.43,20,47.02,Spring
2023-04-12,West,2574,5991,2209,57.64,20,57.5,Spring
2023-04-13,West,1927,5325,2087,53.58,20,54.66,Spring
2023-04-14,West,2317,4976,2270,52.15,20,52.33,Spring
2023-04-15,West,2474,5160,2074,44.53,20,45.85,Spring
2023-04-16,West,3282,6081,2135,57.0,20,57.94,Spring
2023-04-17,West,2101,4057,2220,55.41,20,55.59,Spring
2023-04-18,West,2850,5449,2560,51.09,20,50.79,Spring
2023-04-19,West,2599,5636,1746,65.1,20,65.53,Spring
2023-04-20,West,2240,5511,2073,47.09,20,46.69,Spring
2023-04-21,West,2489,5025,2107,60.1,20,59.87,Spring
2023-04-22,West,2393,5250,1962,56.43,20,56.83,Spring
2023-04-23,West,2485,5342,1976,53.58,20,54.0,Spring
2023-04-24,West,2823,5180,2080,52.62,20,53.02,Spring
2023-04-25,West,2588,6192,2091,49.78,20,49.71,Spring
2023-04-26,West,3338,6402,2052,53.05,20,53.16,Spring
2023-04-27,West,3196,5295,1864,56.74,20,56.86,Spring
2023-04-28,West,2549,5701,2185,48.12,20,47.11,Spring
2023-04-29,West,2779,7052,2314,63.37,20,63.69,Spring
2023-04-30,West,2670,5919,1732,63.63,20,64.65,Spring
2023-05-01,West,3386,5675,2207,51.04,20,52.21,Spring
2023-05-02,West,2128,5424,2420,62.26,20,62.02,Spring
2023-05-03,West,2726,5641,2377,61.63,20,61.39,Spring
2023-05-04,West,2937,5858,2513,52.97,20,52.6,Spring
2023-05-05,West,2136,5821,2039,62.61,20,63.41,Spring
2023-05-06,West,2223,5109,1983,58.04,20,57.59,Spring
2023-05-07,West,2019,4264,2261,58.22,20,58.48,Spring
2023-05-08,West,2022,4881,1890,52.97,20,51.74,Spring
2023-05-09,West,2225,4617,2298,60.57,20,60.69,Spring
2023-05-10,West,3277,5063,2064,45.91,20,45.77,Spring
2023-05-11,West,4061,7068,2130,55.35,20,55.21,Spring
2023-05-12,West,2766,5022,2133,47.96,20,49.09,Spring
2023-05-13,West,2248,5051,2339,54.97,20,54.56,Spring
2023-05-14,West,2845,6015,1951,55.79,20,55.15,Spring
2023-05-15,West,2359,4446,2006,59.81,20,58.99,Spring
2023-05-16,West,3750,6165,2410,60.76,20,60.96,Spring
2023-05-17,West,2893,5406,2297,52.93,20,52.42,Spring
2023-05-18,West,2763,4552,2130,59.15,20,58.64,Spring
2023-05-19,West,3202,5924,2413,54.13,20,55.78,Spring
2023-05-20,West,3107,6495,2299,51.12,20,51.24,Spring
2023-05-21,West,2760,5363,2327,51.85,20,50.82,Spring
2023-05-22,West,2706,5310,2174,45.3,20,44.41,Spring
2023-05-23,West,2334,4710,2153,54.98,20,56.41,Spring
2023-05-24,West,2338,5709,2466,56.62,20,55.75,Spring
2023-05-25,West,2297,4984,2443,57.58,20,57.79,Spring
2023-05-26,West,2950,5340,2420,59.22,20,59.8,Spring
2023-05-27,West,2216,4836,2067,53.44,20,53.03,Spring
2023-05-28,West,2995,5600,2290,60.92,20,60.91,Spring
2023-05-29,West,2958,5099,2209,58.89,20,58.86,Spring
2023-05-30,West,3489,5410,1902,48.15,20,48.83,Spring
2023-05-31,West,2569,5505,2247,56.98,20,57.31,Spring
2023-06-01,West,3305,5427,2236,56.06,20,55.78,Spring
2023-06-02,West,2565,4906,2105,60.42,20,61.18,Spring
2023-06-03,West,3182,5892,1804,61.54,20,62.46,Spring
2023-06-04,West,3945,6175,1849,49.77,20,50.61,Spring
2023-06-05,West,2982,6558,1967,51.18,20,51.52,Spring
2023-06-06,West,3329,5393,2315,47.95,20,47.67,Spring
2023-06-07,West,1713,4828,2225,53.8,20,54.6,Spring
2023-06-08,West,3140,6181,2022,61.83,20,61.28,Spring
2023-06-09,West,3571,6018,2024,45.41,20,46.44,Spring
2023-06-10,West,2483,4917,2266,41.4,20,41.22,Spring
2023-06-11,West,2187,5006,1810,54.12,20,53.83,Spring
2023-06-12,West,2161,5615,2143,56.92,20,56.62,Spring
2023-06-13,West,3327,5317,2327,50.5,20,50.31,Spring
2023-06-14,West,2602,5186,2224,54.47,20,55.27,Spring
2023-06-15,West,2604,6349,2351,61.68,20,63.08,Spring
2023-06-16,West,2455,5678,2129,53.34,20,53.3,Spring
2023-06-17,West,1948,5545,2080,54.38,20,54.05,Spring
2023-06-18,West,3322,6025,1973,49.02,20,48.43,Spring
2023-06-19,West,2762,4769,2289,44.7,20,44.73,Spring
2023-06-20,West,2762,5744,2033,45.89,20,46.55,Spring
2023-06-21,West,3024,6276,2262,49.96,20,49.74,Summer
2023-06-22,West,2308,5167,2433,61.97,20,63.04,Summer
2023-06-23,West,3112,6206,2671,65.42,20,65.68,Summer
2023-06-24,West,2375,5244,2500,46.54,20,47.17,Summer
2023-06-25,West,2693,6012,1959,46.55,15,46.91,Summer
2023-06-26,West,3148,5327,1994,66.84,20,65.63,Summer
2023-06-27,West,2583,5142,2322,60.42,20,60.22,Summer
2023-06-28,West,2595,5520,2499,48.94,20,49.52,Summer
2023-06-29,West,2215,6004,2431,50.39,20,49.77,Summer
2023-06-30,West,2806,5266,2260,65.87,20,66.83,Summer
2023-07-01,West,1999,4276,2392,58.05,20,57.88,Summer
2023-07-02,West,2624,6241,2031,61.44,20,60.84,Summer
2023-07-03,West,2294,5499,2286,56.99,20,57.69,Summer
2023-07-04,West,3246,5359,2380,55.17,20,54.91,Summer
2023-07-05,West,2611,5096,1936,53.64,20,52.99,Summer
2023-07-06,West,3394,5983,2289,64.35,20,63.42,Summer
2023-07-07,West,2153,4298,2324,50.54,20,50.52,Summer
2023-07-08,West,2209,5160,2348,56.11,20,55.8,Summer
2023-07-09,West,3095,6243,2311,52.9,20,51.88,Summer
2023-07-10,West,1819,4224,2379,44.85,20,45.5,Summer
2023-07-11,West,3015,5494,2127,54.31,20,54.07,Summer
2023-07-12,West,2567,4952,2067,50.5,20,49.28,Summer
2023-07-13,West,2714,5663,2499,56.35,20,56.35,Summer
2023-07-14,West,2478,5482,2424,60.65,20,59.9,Summer
2023-07-15,West,3420,5684,2040,54.76,20,54.56,Summer
2023-07-16,West,3040,6143,2153,53.06,20,53.61,Summer
2023-07-17,West,2370,5272,1864,60.95,20,62.04,Summer
2023-07-18,West,2468,6274,1730,56.66,20,55.99,Summer
2023-07-19,West,2007,4786,2042,53.02,20,54.36,Summer
2023-07-20,West,2513,4758,1883,60.26,20,60.61,Summer
2023-07-21,West,2435,4769,2160,44.3,20,44.63,Summer
2023-07-22,West,4053,6133,1948,46.0,20,46.41,Summer
2023-07-23,West,2554,5413,2220,48.57,20,50.53,Summer
2023-07-24,West,2747,5988,2025,64.18,20,63.94,Summer
2023-07-25,West,2916,4851,2110,57.85,20,57.63,Summer
2023-07-26,West,2142,5112,2193,49.21,20,49.41,Summer
2023-07-27,West,1736,3691,2314,49.31,20,49.33,Summer
2023-07-28,West,3262,6657,2372,57.92,20,58.44,Summer
2023-07-29,West,2776,5453,2303,50.5,20,50.25,Summer
2023-07-30,West,3295,5449,2341,60.65,20,61.04,Summer
2023-07-31,West,2881,5700,2087,57.06,20,56.7,Summer
2023-08-01,West,2008,4732,2464,56.34,20,56.94,Summer
2023-08-02,West,2601,4858,2023,64.79,20,63.87,Summer
2023-08-03,West,2614,5342,2370,62.86,20,63.3,Summer
2023-08-04,West,2625,5659,2021,48.55,20,46.79,Summer
2023-08-05,West,2420,5003,2214,59.77,20,58.66,Summer
2023-08-06,West,2483,5539,1878,43.61,20,43.12,Summer
2023-08-07,West,2631,4778,2135,54.08,20,54.11,Summer
2023-08-08,West,2176,5416,2346,60.78,20,61.88,Summer
2023-08-09,West,2956,5277,2107,48.71,20,49.2,Summer
2023-08-10,West,2425,4502,2236,52.71,20,53.22,Summer
2023-08-11,West,3115,5440,2195,58.58,20,59.03,Summer
2023-08-12,West,2315,4642,2484,62.5,20,62.39,Summer
2023-08-13,West,2406,4920,1985,61.7,20,61.88,Summer
2023-08-14,West,2722,5332,1858,59.76,20,59.53,Summer
2023-08-15,West,2278,5592,1996,54.6,20,54.45,Summer
2023-08-16,West,2662,5129,2147,47.68,20,46.89,Summer
2023-08-17,West,2649,5283,2622,61.01,20,61.3,Summer
2023-08-18,West,2778,5020,2349,43.62,20,43.83,Summer
2023-08-19,West,2770,6239,2372,59.48,20,59.98,Summer
2023-08-20,West,2695,5675,2226,50.56,20,50.33,Summer
2023-08-21,West,2787,5596,2352,52.0,20,51.9,Summer
2023-08-22,West,2780,5609,1698,55.69,20,55.4,Summer
2023-08-23,West,2993,5214,2245,54.81,20,55.06,Summer
2023-08-24,West,2969,5824,1820,57.23,20,56.8,Summer
2023-08-25,West,2175,5044,1949,42.52,20,42.54,Summer
2023-08-26,West,2641,5899,2120,54.21,20,53.18,Summer
2023-08-27,West,3016,6050,2415,56.61,20,57.16,Summer
2023-08-28,West,2535,5822,1816,50.98,20,50.72,Summer
2023-08-29,West,2067,4311,2636,48.5,20,49.5,Summer
2023-08-30,West,2977,5276,2280,47.58,20,47.95,Summer
2023-08-31,West,2522,5238,1809,60.51,20,60.9,Summer
2023-09-01,West,2224,4508,1873,56.83,20,56.59,Summer
2023-09-02,West,3513,5423,1954,54.96,20,55.29,Summer
2023-09-03,West,2579,5855,2224,59.36,20,60.26,Summer
2023-09-04,West,2842,6064,1880,56.4,20,56.62,Summer
2023-09-05,West,2542,5364,2378,62.22,20,62.32,Summer
2023-09-06,West,2932,5481,2121,58.37,20,58.93,Summer
2023-09-07,West,2425,5639,2334,52.62,20,51.28,Summer
2023-09-08,West,3042,6143,2100,49.58,20,49.29,Summer
2023-09-09,West,2203,4521,2045,55.03,20,55.11,Summer
2023-09-10,West,2610,5803,2641,51.88,20,51.54,Summer
2023-09-11,West,3127,5025,1984,57.9,20,57.72,Summer
2023-09-12,West,2427,5524,2132,61.89,20,62.01,Summer
2023-09-13,West,2715,5951,2171,57.99,20,58.88,Summer
2023-09-14,West,2908,5143,2350,47.38,20,47.1,Summer
2023-09-15,West,2526,4619,2257,60.41,20,59.83,Summer
2023-09-16,West,2294,5393,2187,53.07,20,53.56,Summer
2023-09-17,West,2275,5563,2172,56.97,20,56.59,Summer
2023-09-18,West,2102,4774,2022,45.85,20,44.96,Summer
2023-09-19,West,3268,6118,2084,48.8,20,49.46,Summer
2023-09-20,West,2647,5144,2350,59.04,20,58.34,Summer
2023-09-21,West,2401,5494,2076,49.17,20,49.67,Autumn
2023-09-22,West,2611,6284,2424,55.23,20,54.6,Autumn
2023-09-23,West,2886,5550,2196,51.15,20,50.82,Autumn
2023-09-24,West,2559,6357,1950,45.27,20,44.71,Autumn
2023-09-25,West,2630,5694,1935,57.87,20,57.85,Autumn
2023-09-26,West,3056,6402,2142,48.09,20,48.08,Autumn
2023-09-27,West,2682,5659,1904,49.31,20,50.35,Autumn
2023-09-28,West,2354,5472,2432,59.55,20,59.79,Autumn
2023-09-29,West,2613,5418,2273,53.86,20,52.43,Autumn
2023-09-30,West,3295,6187,1990,59.68,20,59.74,Autumn
2023-10-01,West,2872,5974,2380,58.82,20,58.42,Autumn
2023-10-02,West,3328,5968,2174,55.57,20,55.71,Autumn
2023-10-03,West,2897,5684,2143,51.37,20,51.1,Autumn
2023-10-04,West,2799,5487,2329,49.21,20,49.26,Autumn
2023-10-05,West,2328,5381,2120,52.71,20,52.39,Autumn
2023-10-06,West,2158,5586,2429,47.45,20,48.2,Autumn
2023-10-07,West,2510,5415,2668,59.77,20,58.35,Autumn
2023-10-08,West,2631,5954,1762,41.43,20,41.39,Autumn
2023-10-09,West,2220,6100,1702,54.17,20,53.35,Autumn
2023-10-10,West,2792,5368,2785,57.04,20,57.41,Autumn
2023-10-11,West,2935,5039,1865,53.2,20,52.55,Autumn
2023-10-12,West,2631,4978,2132,47.28,20,45.52,Autumn
2023-10-13,West,3572,5945,2221,61.76,20,61.14,Autumn
2023-10-14,West,3094,5970,1887,59.33,20,60.15,Autumn
2023-10-15,West,2853,5777,2051,42.15,20,40.9,Autumn
2023-10-16,West,2945,5524,2472,58.94,20,59.04,Autumn
2023-10-17,West,2249,5830,2121,62.78,20,63.07,Autumn
2023-10-18,West,2464,5113,2410,56.85,20,55.96,Autumn
2023-10-19,West,3212,5651,2408,46.83,20,46.45,Autumn
2023-10-20,West,3733,6219,1848,65.5,20,64.03,Autumn
2023-10-21,West,2994,5227,1988,50.66,20,50.53,Autumn
2023-10-22,West,2587,5250,2244,56.57,20,56.36,Autumn
2023-10-23,West,2757,5317,2448,60.23,20,59.51,Autumn
2023-10-24,West,2708,5615,2851,48.51,20,48.54,Autumn
2023-10-25,West,3149,5167,2393,50.44,20,51.12,Autumn
2023-10-26,West,1778,5632,1984,49.24,20,49.18,Autumn
2023-10-27,West,1886,4667,2157,44.6,20,44.02,Autumn
2023-10-28,West,2995,5904,2103,41.8,20,40.39,Autumn
2023-10-29,West,3322,5628,2429,44.68,20,45.0,Autumn
2023-10-30,West,2524,5287,2505,56.41,20,56.24,Autumn
2023-10-31,West,2386,4507,2273,54.06,20,53.01,Autumn
2023-11-01,West,3043,5520,2430,52.81,20,53.2,Autumn
2023-11-02,West,2429,5545,2190,55.1,20,55.5,Autumn
2023-11-03,West,2286,5039,2331,59.83,20,59.68,Autumn
2023-11-04,West,3135,6058,2414,49.06,20,49.52,Autumn
2023-11-05,West,2804,5657,2493,61.18,20,62.34,Autumn
2023-11-06,West,2591,5504,2387,53.8,20,53.11,Autumn
2023-11-07,West,3035,6295,2131,50.82,20,50.54,Autumn
2023-11-08,West,3068,5873,2334,46.78,20,47.42,Autumn
2023-11-09,West,2213,5432,2002,55.59,20,55.71,Autumn
2023-11-10,West,3399,6411,2288,48.89,20,48.53,Autumn
2023-11-11,West,3187,5258,2233,62.27,20,62.67,Autumn
2023-11-12,West,1684,4350,2031,41.66,20,42.04,Autumn
2023-11-13,West,3585,6264,2443,50.99,20,51.01,Autumn
2023-11-14,West,2304,4761,1745,55.41,20,55.5,Autumn
2023-11-15,West,2294,5274,2232,57.96,20,57.55,Autumn
2023-11-16,West,2288,4893,2506,46.05,20,46.95,Autumn
2023-11-17,West,2376,4255,2062,63.25,20,64.62,Autumn
2023-11-18,West,3147,5638,2306,64.52,20,64.9,Autumn
2023-11-19,West,2796,6181,1802,61.65,20,60.49,Autumn
2023-11-20,West,3068,5759,1875,53.04,20,52.85,Autumn
2023-11-21,West,2680,5406,2184,54.1,20,54.96,Autumn
2023-11-22,West,2592,6052,2747,61.6,20,61.81,Autumn
2023-11-23,West,2308,5548,2163,52.31,20,53.48,Autumn
2023-11-24,West,2414,4503,2189,50.7,15,50.85,Autumn
2023-11-25,West,3817,6872,2062,50.08,20,48.89,Autumn
2023-11-26,West,3488,5948,2092,60.24,20,60.24,Autumn
2023-11-27,West,2841,6095,2127,47.94,20,48.13,Autumn
2023-11-28,West,2241,5617,1914,54.58,20,53.9,Autumn
2023-11-29,West,3078,5493,2362,52.45,20,53.11,Autumn
2023-11-30,West,3461,5980,2283,55.24,20,54.95,Autumn
